36.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;NBA,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
00:07:16.0 (5224805)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
00:07:16.0 (5228173)|STATEMENT_EXECUTE|[2]
00:07:16.0 (5229649)|STATEMENT_EXECUTE|[3]
00:07:16.0 (5230995)|STATEMENT_EXECUTE|[4]
00:07:16.0 (5232389)|STATEMENT_EXECUTE|[5]
00:07:16.0 (5233840)|STATEMENT_EXECUTE|[6]
00:07:16.0 (5235793)|STATEMENT_EXECUTE|[7]
00:07:16.0 (5237720)|STATEMENT_EXECUTE|[8]
00:07:16.0 (5240044)|STATEMENT_EXECUTE|[9]
00:07:16.0 (5242189)|STATEMENT_EXECUTE|[10]
00:07:16.0 (5244399)|STATEMENT_EXECUTE|[11]
00:07:16.0 (5246325)|STATEMENT_EXECUTE|[12]
00:07:16.0 (5253713)|STATEMENT_EXECUTE|[13]
00:07:16.0 (5255782)|STATEMENT_EXECUTE|[14]
00:07:16.0 (5257615)|STATEMENT_EXECUTE|[15]
00:07:16.0 (5259564)|STATEMENT_EXECUTE|[16]
00:07:16.0 (5262828)|SYSTEM_MODE_EXIT|false
00:07:16.5 (5986787)|SYSTEM_MODE_ENTER|true
00:07:16.5 (6054601)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
00:07:16.5 (6067253)|VARIABLE_SCOPE_BEGIN|[88]|this|ApexPage.PageMessagesComponentController|true|false
00:07:16.5 (6099130)|VARIABLE_ASSIGNMENT|[88]|this|{}|0x1f9b122d
00:07:16.5 (6107021)|VARIABLE_SCOPE_BEGIN|[88]|escape|Boolean|false|false
00:07:16.5 (6115429)|VARIABLE_ASSIGNMENT|[88]|escape|null
00:07:16.6 (6231647)|SYSTEM_MODE_ENTER|true
00:07:16.6 (6276880)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
00:07:16.6 (6284413)|VARIABLE_SCOPE_BEGIN|[2]|this|ApexPage.PageMessagesComponentController|true|false
00:07:16.6 (6304495)|VARIABLE_ASSIGNMENT|[2]|this|{}|0x1f9b122d
00:07:16.0 (7353243)|SYSTEM_MODE_ENTER|true
00:07:16.0 (7499980)|SYSTEM_MODE_ENTER|true
00:07:16.0 (7597206)|SYSTEM_MODE_ENTER|true
00:07:16.0 (7728624)|SYSTEM_MODE_ENTER|true
00:07:16.0 (7877740)|SYSTEM_MODE_ENTER|true
00:07:16.0 (7981581)|SYSTEM_MODE_ENTER|true
00:07:16.0 (8062082)|SYSTEM_MODE_ENTER|true
00:07:16.0 (8175924)|SYSTEM_MODE_ENTER|true
00:07:16.0 (8253232)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:64
00:07:16.0 (8269378)|VARIABLE_SCOPE_BEGIN|[56]|this|Controller|true|false
00:07:16.0 (8304732)|VARIABLE_ASSIGNMENT|[56]|this|{}|0x5a0aa617
00:07:16.0 (8318182)|SYSTEM_MODE_ENTER|false
00:07:16.0 (8325562)|HEAP_ALLOCATE|[57]|Bytes:5
00:07:16.0 (8331349)|STATEMENT_EXECUTE|[56]
00:07:16.0 (8333372)|STATEMENT_EXECUTE|[57]
00:07:16.0 (8344344)|HEAP_ALLOCATE|[57]|Bytes:4
00:07:16.0 (8386034)|VARIABLE_SCOPE_BEGIN|[57]|options|List<System.SelectOption>|true|false
00:07:16.0 (8411131)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
00:07:16.0 (8425643)|VARIABLE_ASSIGNMENT|[57]|options|[]|0x77373ee6
00:07:16.0 (8434024)|STATEMENT_EXECUTE|[58]
00:07:16.0 (8439516)|HEAP_ALLOCATE|[58]|Bytes:33
00:07:16.0 (8462160)|HEAP_ALLOCATE|[58]|Bytes:4
00:07:16.0 (9801529)|SOQL_EXECUTE_BEGIN|[58]|Aggregations:0|SELECT className__C FROM Class__c
00:07:16.0 (12498886)|SOQL_EXECUTE_END|[58]|Rows:4
00:07:16.0 (12521440)|HEAP_ALLOCATE|[58]|Bytes:20
00:07:16.0 (12564666)|HEAP_ALLOCATE|[58]|Bytes:193
00:07:16.0 (12642905)|HEAP_ALLOCATE|[58]|Bytes:20
00:07:16.0 (12657414)|VARIABLE_SCOPE_BEGIN|[58]|data|List<Class__c>|true|false
00:07:16.0 (12695542)|VARIABLE_ASSIGNMENT|[58]|data|[{"className__c":"Name","Id":"a0H0o00000fIXZEEA4"},{"className__c":"L02","Id":"a0H0o00000fIXflEAG"},{"className__c":"L01","Id":"a0H0o00000fIXZYEA4"},{"className__c":"L03","Id":"a0H0o00000fIXg0EAG"}]|0x6023cfd
00:07:16.0 (12863385)|HEAP_ALLOCATE|[59]|Bytes:5
00:07:16.0 (12887814)|HEAP_ALLOCATE|[59]|Bytes:12
00:07:16.0 (12896876)|VARIABLE_SCOPE_BEGIN|[59]|c|Class__c|true|false
00:07:16.0 (12912170)|VARIABLE_ASSIGNMENT|[59]|c|{"className__c":"Name","Id":"a0H0o00000fIXZEEA4"}|0x3e791ad8
00:07:16.0 (12918424)|STATEMENT_EXECUTE|[59]
00:07:16.0 (12920572)|STATEMENT_EXECUTE|[60]
00:07:16.0 (12927711)|HEAP_ALLOCATE|[60]|Bytes:12
00:07:16.0 (13060224)|HEAP_ALLOCATE|[60]|Bytes:4
00:07:16.0 (13115694)|HEAP_ALLOCATE|[60]|Bytes:4
00:07:16.0 (13158611)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
00:07:16.0 (13186490)|HEAP_ALLOCATE|[59]|Bytes:5
00:07:16.0 (13198858)|HEAP_ALLOCATE|[59]|Bytes:12
00:07:16.0 (13206618)|VARIABLE_SCOPE_BEGIN|[59]|c|Class__c|true|false
00:07:16.0 (13222294)|VARIABLE_ASSIGNMENT|[59]|c|{"className__c":"L02","Id":"a0H0o00000fIXflEAG"}|0x32a71709
00:07:16.0 (13228734)|STATEMENT_EXECUTE|[59]
00:07:16.0 (13230482)|STATEMENT_EXECUTE|[60]
00:07:16.0 (13271522)|HEAP_ALLOCATE|[60]|Bytes:3
00:07:16.0 (13301588)|HEAP_ALLOCATE|[60]|Bytes:3
00:07:16.0 (13323643)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
00:07:16.0 (13342686)|HEAP_ALLOCATE|[59]|Bytes:5
00:07:16.0 (13358432)|HEAP_ALLOCATE|[59]|Bytes:12
00:07:16.0 (13368186)|VARIABLE_SCOPE_BEGIN|[59]|c|Class__c|true|false
00:07:16.0 (13392024)|VARIABLE_ASSIGNMENT|[59]|c|{"className__c":"L01","Id":"a0H0o00000fIXZYEA4"}|0x5d8a2052
00:07:16.0 (13397968)|STATEMENT_EXECUTE|[59]
00:07:16.0 (13399922)|STATEMENT_EXECUTE|[60]
00:07:16.0 (13433255)|HEAP_ALLOCATE|[60]|Bytes:3
00:07:16.0 (13465843)|HEAP_ALLOCATE|[60]|Bytes:3
00:07:16.0 (13482173)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
00:07:16.0 (13495158)|HEAP_ALLOCATE|[59]|Bytes:5
00:07:16.0 (13508974)|HEAP_ALLOCATE|[59]|Bytes:12
00:07:16.0 (13518374)|VARIABLE_SCOPE_BEGIN|[59]|c|Class__c|true|false
00:07:16.0 (13538837)|VARIABLE_ASSIGNMENT|[59]|c|{"className__c":"L03","Id":"a0H0o00000fIXg0EAG"}|0x37b589f4
00:07:16.0 (13544604)|STATEMENT_EXECUTE|[59]
00:07:16.0 (13546250)|STATEMENT_EXECUTE|[60]
00:07:16.0 (13577168)|HEAP_ALLOCATE|[60]|Bytes:3
00:07:16.0 (13615647)|HEAP_ALLOCATE|[60]|Bytes:3
00:07:16.0 (13638720)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
00:07:16.0 (13650973)|HEAP_ALLOCATE|[59]|Bytes:5
00:07:16.0 (13662878)|VARIABLE_ASSIGNMENT|[59]|c|null|
00:07:16.0 (13668056)|STATEMENT_EXECUTE|[63]
00:07:16.0 (13672106)|SYSTEM_MODE_EXIT|false
00:07:16.0 (13881527)|SYSTEM_MODE_ENTER|true
00:07:16.0 (15577600)|VF_SERIALIZE_VIEWSTATE_BEGIN|0660o000008sbCc
00:07:16.0 (17877778)|VF_SERIALIZE_VIEWSTATE_END
00:07:16.19 (19941299)|CUMULATIVE_LIMIT_USAGE
00:07:16.19 (19941299)|LIMIT_USAGE_FOR_NS|(default)|
  Number of SOQL queries: 1 out of 100
  Number of query rows: 4 out of 50000
  Number of SOSL queries: 0 out of 20
  Number of DML statements: 0 out of 150
  Number of DML rows: 0 out of 10000
  Maximum CPU time: 0 out of 10000
  Maximum heap size: 0 out of 6000000
  Number of callouts: 0 out of 100
  Number of Email Invocations: 0 out of 10
  Number of future calls: 0 out of 50
  Number of queueable jobs added to the queue: 0 out of 50
  Number of Mobile Apex push calls: 0 out of 10

00:07:16.19 (19941299)|CUMULATIVE_LIMIT_USAGE_END

00:07:16.0 (19996352)|CODE_UNIT_FINISHED|VF: /apex/AddNewStudent
00:07:16.0 (20723798)|EXECUTION_FINISHED
